measurement_date,station_id,station_name,city,state,county,latitude,longitude,elevation_m,pollutant_code,pollutant_name,measurement_value,unit_of_measure,aqi_value,aqi_category,data_source,method,quality_flag,certified
2026-05-13,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,9.053,µg/m³,49,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-13,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,29.765,µg/m³,80,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-13,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,6.563,ppb,8,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-13,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,18.967,ppb,66,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-13,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,2.204,ppb,52,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-13,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.366,ppm,43,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-14,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,9.576,µg/m³,52,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-14,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,4.19,µg/m³,11,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-14,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,35.364,ppb,46,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-14,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,16.271,ppb,57,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-14,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,3.873,ppb,92,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-14,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.327,ppm,38,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-15,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,5.885,µg/m³,31,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-15,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,14.887,µg/m³,40,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-15,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,48.985,ppb,64,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-15,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,16.107,ppb,56,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-15,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.464,ppb,34,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-15,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.512,ppm,60,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-16,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,9.598,µg/m³,52,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-16,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,25.474,µg/m³,68,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-16,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,29.575,ppb,38,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-16,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,12.3,ppb,43,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-16,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.629,ppb,38,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-16,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.157,ppm,18,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-17,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,10.414,µg/m³,56,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-17,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,20.38,µg/m³,55,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-17,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,38.061,ppb,50,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-17,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,12.839,ppb,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-17,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,0.402,ppb,9,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-17,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.344,ppm,40,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-18,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,7.795,µg/m³,42,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-18,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,12.724,µg/m³,34,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-18,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,36.065,ppb,47,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-18,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,16.543,ppb,58,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-18,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,4.363,ppb,103,Unhealthy for Sensitive Groups,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-18,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.451,ppm,53,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-19,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,10.256,µg/m³,55,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-19,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,17.964,µg/m³,48,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-19,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,14.975,ppb,19,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-19,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,14.046,ppb,49,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-19,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,2.172,ppb,51,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-19,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.863,ppm,102,Unhealthy for Sensitive Groups,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-20,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,8.411,µg/m³,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-20,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,20.671,µg/m³,55,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-20,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,37.583,ppb,49,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-20,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,7.422,ppb,26,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-20,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,3.471,ppb,82,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2026-05-20,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.555,ppm,66,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
