measurement_date,station_id,station_name,city,state,county,latitude,longitude,elevation_m,pollutant_code,pollutant_name,measurement_value,unit_of_measure,aqi_value,aqi_category,data_source,method,quality_flag,certified
2023-06-02,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.543,ppm,64,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-03,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,9.296,µg/m³,50,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-03,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,21.785,µg/m³,58,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-03,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,41.246,ppb,54,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-03,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,5.877,ppb,20,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-03,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,3.159,ppb,75,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-03,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.316,ppm,37,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-04,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,7.144,µg/m³,38,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-04,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,22.755,µg/m³,61,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-04,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,29.221,ppb,38,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-04,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,15.718,ppb,55,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-04,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.073,ppb,25,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-04,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.386,ppm,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-05,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,7.669,µg/m³,41,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-05,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,15.174,µg/m³,41,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-05,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,28.202,ppb,37,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-05,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,13.938,ppb,49,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-05,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,2.246,ppb,53,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-05,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.587,ppm,69,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-06,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,6.847,µg/m³,37,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-06,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,18.879,µg/m³,51,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-06,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,64.488,ppb,84,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-06,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,16.473,ppb,58,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-06,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,2.679,ppb,63,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-06,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.498,ppm,59,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-07,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,2.212,µg/m³,12,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-07,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,16.744,µg/m³,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-07,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,12.324,ppb,16,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-07,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,19.196,ppb,67,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-07,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,4.14,ppb,98,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-07,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.325,ppm,38,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-08,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,16.43,µg/m³,89,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-08,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,10.424,µg/m³,28,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-08,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,23.697,ppb,31,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-08,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,17.406,ppb,61,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-08,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.121,ppb,26,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-08,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.331,ppm,39,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-09,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,13.654,µg/m³,74,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-09,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,11.482,µg/m³,31,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-09,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,34.614,ppb,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-09,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,13.52,ppb,47,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-09,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,2.554,ppb,60,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-09,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.552,ppm,65,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-10,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,8.775,µg/m³,47,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-10,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,9.869,µg/m³,26,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-10,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,50.12,ppb,65,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-10,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,30.877,ppb,108,Unhealthy for Sensitive Groups,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-10,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,3.084,ppb,73,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-10,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.521,ppm,62,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-11,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,7.66,µg/m³,41,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-11,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,16.685,µg/m³,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-11,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,21.325,ppb,28,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-11,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,17.781,ppb,62,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-11,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.937,ppb,46,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-11,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.652,ppm,77,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-12,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,4.948,µg/m³,26,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-12,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,28.323,µg/m³,76,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-12,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,34.281,ppb,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-12,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,10.656,ppb,37,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-12,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.52,ppb,36,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-12,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.31,ppm,36,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-13,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,0.638,µg/m³,3,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-13,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,23.103,µg/m³,62,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-13,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,47.292,ppb,62,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-13,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,21.616,ppb,76,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-13,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,2.946,ppb,70,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-13,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.538,ppm,64,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-14,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,2.318,µg/m³,12,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-14,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,19.818,µg/m³,53,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-14,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,24.401,ppb,32,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-14,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,12.581,ppb,44,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-14,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,3.776,ppb,89,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-14,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.426,ppm,50,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-15,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,0.0,µg/m³,0,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-15,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,11.289,µg/m³,30,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-15,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,31.19,ppb,41,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-15,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,12.891,ppb,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-15,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,3.226,ppb,76,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-15,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.571,ppm,67,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-16,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,12.53,µg/m³,68,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-16,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,20.173,µg/m³,54,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-16,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,34.459,ppb,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-16,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,12.102,ppb,42,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-16,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,2.619,ppb,62,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-16,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.588,ppm,70,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-17,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,15.566,µg/m³,84,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-17,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,19.174,µg/m³,51,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-17,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,41.538,ppb,54,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-17,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,22.815,ppb,80,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-17,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,0.796,ppb,18,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-17,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.568,ppm,67,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-18,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,5.969,µg/m³,32,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-18,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,29.975,µg/m³,81,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-18,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,54.871,ppb,72,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-18,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,23.74,ppb,83,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-18,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,3.95,ppb,94,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-18,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.571,ppm,68,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-19,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,5.005,µg/m³,27,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-19,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,22.062,µg/m³,59,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-19,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,48.749,ppb,64,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-19,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,16.969,ppb,59,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-19,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.963,ppb,46,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-19,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.448,ppm,53,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-20,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,10.789,µg/m³,58,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-20,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,11.111,µg/m³,30,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-20,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,46.15,ppb,60,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-20,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,17.418,ppb,61,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-20,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,1.942,ppb,46,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2023-06-20,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.54,ppm,64,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
