measurement_date,station_id,station_name,city,state,county,latitude,longitude,elevation_m,pollutant_code,pollutant_name,measurement_value,unit_of_measure,aqi_value,aqi_category,data_source,method,quality_flag,certified
2022-01-01,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,SO2,Sulfur Dioxide,1.9,ppb,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,CO,Carbon Monoxide,0.543,ppm,64,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM2.5,Fine Particulate Matter,11.136,µg/m³,31,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM10,Coarse Particulate Matter,25.485,µg/m³,68,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,NO2,Nitrogen Dioxide,15.769,ppb,55,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,SO2,Sulfur Dioxide,0.378,ppb,8,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,CO,Carbon Monoxide,0.579,ppm,68,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,PM2.5,Fine Particulate Matter,8.662,µg/m³,24,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,PM10,Coarse Particulate Matter,18.589,µg/m³,50,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,O3,Ozone,45.091,ppb,64,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,NO2,Nitrogen Dioxide,9.957,ppb,35,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,SO2,Sulfur Dioxide,2.414,ppb,57,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,CO,Carbon Monoxide,0.266,ppm,31,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM2.5,Fine Particulate Matter,10.271,µg/m³,29,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM10,Coarse Particulate Matter,19.511,µg/m³,52,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,O3,Ozone,32.456,ppb,46,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,SO2,Sulfur Dioxide,1.12,ppb,26,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,CO,Carbon Monoxide,0.412,ppm,49,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,PM2.5,Fine Particulate Matter,11.537,µg/m³,32,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,PM10,Coarse Particulate Matter,28.867,µg/m³,78,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,O3,Ozone,31.114,ppb,44,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,NO2,Nitrogen Dioxide,14.506,ppb,51,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,SO2,Sulfur Dioxide,4.749,ppb,113,Unhealthy for Sensitive Groups,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-01,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,CO,Carbon Monoxide,0.491,ppm,58,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,13.019,µg/m³,37,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,25.32,µg/m³,68,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,17.548,ppb,25,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,12.785,ppb,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,0.0,ppb,0,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.575,ppm,68,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,PM2.5,Fine Particulate Matter,18.011,µg/m³,51,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,PM10,Coarse Particulate Matter,18.393,µg/m³,49,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,O3,Ozone,59.162,ppb,84,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,NO2,Nitrogen Dioxide,7.695,ppb,27,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,SO2,Sulfur Dioxide,0.67,ppb,15,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,CO,Carbon Monoxide,0.519,ppm,61,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM2.5,Fine Particulate Matter,7.694,µg/m³,21,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM10,Coarse Particulate Matter,18.624,µg/m³,50,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,O3,Ozone,51.035,ppb,72,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,NO2,Nitrogen Dioxide,8.547,ppb,30,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,SO2,Sulfur Dioxide,1.761,ppb,41,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,CO,Carbon Monoxide,0.399,ppm,47,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,PM2.5,Fine Particulate Matter,12.592,µg/m³,35,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,PM10,Coarse Particulate Matter,27.472,µg/m³,74,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,O3,Ozone,36.757,ppb,52,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,NO2,Nitrogen Dioxide,7.248,ppb,25,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,SO2,Sulfur Dioxide,3.312,ppb,78,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,CO,Carbon Monoxide,0.938,ppm,111,Unhealthy for Sensitive Groups,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM2.5,Fine Particulate Matter,14.403,µg/m³,41,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM10,Coarse Particulate Matter,26.236,µg/m³,70,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,O3,Ozone,33.492,ppb,47,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,NO2,Nitrogen Dioxide,12.738,ppb,44,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,SO2,Sulfur Dioxide,0.432,ppb,10,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,CO,Carbon Monoxide,0.531,ppm,63,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,PM2.5,Fine Particulate Matter,10.483,µg/m³,29,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,PM10,Coarse Particulate Matter,31.473,µg/m³,85,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,O3,Ozone,25.556,ppb,36,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,NO2,Nitrogen Dioxide,22.113,ppb,77,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,SO2,Sulfur Dioxide,1.728,ppb,41,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-02,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,CO,Carbon Monoxide,0.31,ppm,36,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,9.059,µg/m³,25,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,17.815,µg/m³,48,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,12.94,ppb,18,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,17.908,ppb,63,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,3.029,ppb,72,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.65,ppm,77,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Suspect,Yes
2022-01-03,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,PM2.5,Fine Particulate Matter,13.932,µg/m³,39,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,PM10,Coarse Particulate Matter,26.923,µg/m³,72,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,O3,Ozone,17.858,ppb,25,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,NO2,Nitrogen Dioxide,15.262,ppb,53,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,SO2,Sulfur Dioxide,0.74,ppb,17,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,CO,Carbon Monoxide,0.37,ppm,44,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM2.5,Fine Particulate Matter,16.766,µg/m³,47,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM10,Coarse Particulate Matter,22.432,µg/m³,60,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,O3,Ozone,6.636,ppb,9,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,NO2,Nitrogen Dioxide,8.391,ppb,29,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,SO2,Sulfur Dioxide,1.419,ppb,33,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,CO,Carbon Monoxide,0.379,ppm,45,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,PM2.5,Fine Particulate Matter,14.886,µg/m³,42,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,PM10,Coarse Particulate Matter,28.225,µg/m³,76,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,O3,Ozone,47.746,ppb,68,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,NO2,Nitrogen Dioxide,15.547,ppb,54,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,SO2,Sulfur Dioxide,1.746,ppb,41,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,40-143-0002,Tulsa East Monitor,Tulsa,OK,Tulsa County,36.0767,-95.835,180,CO,Carbon Monoxide,0.355,ppm,42,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM2.5,Fine Particulate Matter,12.812,µg/m³,36,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,PM10,Coarse Particulate Matter,28.925,µg/m³,78,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,O3,Ozone,56.632,ppb,80,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,NO2,Nitrogen Dioxide,14.743,ppb,51,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,SO2,Sulfur Dioxide,2.454,ppb,58,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,20-173-0001,Wichita Central Monitor,Wichita,KS,Sedgwick County,37.6922,-97.3376,404,CO,Carbon Monoxide,0.687,ppm,81,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,PM2.5,Fine Particulate Matter,6.584,µg/m³,18,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,PM10,Coarse Particulate Matter,28.112,µg/m³,75,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,O3,Ozone,28.545,ppb,40,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,NO2,Nitrogen Dioxide,23.444,ppb,82,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-03,20-173-0002,Wichita East Monitor,Wichita,KS,Sedgwick County,37.7298,-97.2614,398,CO,Carbon Monoxide,0.673,ppm,80,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM2.5,Fine Particulate Matter,17.784,µg/m³,50,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,PM10,Coarse Particulate Matter,33.3,µg/m³,89,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,O3,Ozone,48.087,ppb,68,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,NO2,Nitrogen Dioxide,8.266,ppb,29,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,SO2,Sulfur Dioxide,2.694,ppb,64,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-109-0101,OKC North Monitor,Oklahoma City,OK,Oklahoma County,35.4676,-97.5164,366,CO,Carbon Monoxide,0.581,ppm,69,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,PM2.5,Fine Particulate Matter,12.997,µg/m³,37,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,PM10,Coarse Particulate Matter,21.375,µg/m³,57,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,O3,Ozone,39.883,ppb,56,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,NO2,Nitrogen Dioxide,16.448,ppb,57,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,SO2,Sulfur Dioxide,0.869,ppb,20,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-109-0102,OKC East Monitor,Oklahoma City,OK,Oklahoma County,35.4272,-97.3956,362,CO,Carbon Monoxide,0.542,ppm,64,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM2.5,Fine Particulate Matter,13.315,µg/m³,38,Good,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,PM10,Coarse Particulate Matter,21.252,µg/m³,57,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,O3,Ozone,46.015,ppb,65,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
2022-01-04,40-143-0001,Tulsa Central Monitor,Tulsa,OK,Tulsa County,36.154,-95.9928,175,NO2,Nitrogen Dioxide,20.949,ppb,73,Moderate,EPA AQS,FEM/FRM Continuous Monitor,Valid,Yes
